Series Description,"Bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Securities in bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Treasury and agency securities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other securities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Loans and leases in bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Commercial and industrial loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans: Revolving home equity loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans: Closed-end residential loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Commercial real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans: Credit cards and other revolving plans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans: Other consumer loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other loans and leases: All other loans and leases, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","LESS: Allowance for loan and lease losses, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Cash assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)",Total fed funds sold and securities purcased under agreements to resell at all banks,"Loans to commercial banks, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Total assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Large time deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Borrowings, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other liabilities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Total liabilities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)"
1987Q2,7.5,7.3,3.6,13.6,7.6,2.1,17.4,,,,,0.9,,,5.6,,2,,30.9,15.6,6.9,5.1,17.2,,1.4,11.5,6.3
1987Q3,5.9,7.4,11.8,0.2,5.4,2.6,17,,,,,2.6,,,-16.3,,-7.6,,3,9,2.2,2.2,8.6,,3.9,-11,3.7
1987Q4,7.6,4.7,8.1,-1.3,8.4,5.1,15.7,,50.8,,,6.5,,,-1.8,,-4.7,,-4,11.5,6.5,4.3,14.5,,4.2,16.6,5.9
1988Q1,7.9,8.5,8.5,8.5,7.8,3.6,11.1,,38.2,,,13.3,,,-1.3,,5.4,,2.5,-8.9,5.7,4.8,7.7,,18.1,-11.7,5.4
1988Q2,9.7,10.7,11.8,8.6,9.4,10,14.1,,27.4,,,4.3,,,1.4,,5.1,,7.5,5.5,9.6,7.6,4.8,,20.1,5.4,9.8
1988Q3,7.5,2.2,3.9,-1,9.2,7.3,14.3,,29.6,,,6.3,,,2.3,,3.4,,3.4,10.1,6.6,5.9,11.1,,-1.5,7.8,5.3
1988Q4,6.1,2.8,7.5,-5.7,7.1,4.3,13.1,,34,,,5.6,,,-3.4,,-2.6,,-6.8,15.6,5.3,5.9,14.4,,2.6,6.4,5
1989Q1,5.4,0.2,8.3,-15.3,7,7.4,15.3,,27.1,,,4.7,,,-20.8,,0.6,,-20.4,16.4,6.4,5.9,12.5,,9.5,1.2,6.1
1989Q2,7.5,4.7,15.2,-16.1,8.4,6,12.3,,24.6,,,4.9,,,8,,-13,,15.7,16.5,5.6,3.3,13.1,,12,13.4,5.3
1989Q3,8.7,2,8.2,-11.4,10.6,7.4,15.2,,23.2,,,4.9,,,13.4,,7.4,,35.8,4.2,8.6,6.1,6,,13.7,6.1,8.2
1989Q4,8.4,12.4,18.7,-2.2,7.2,2.7,13.6,,19.1,,,5,,,-0.4,,2.8,,7.4,3.2,6.8,6.9,1.4,,11.1,1.5,7.2
1990Q1,7.1,15.5,24.3,-5.1,4.6,-1.1,11.9,,20.2,,,3.6,,,-6.9,,0.3,,41.8,9,7.2,4.9,-4.3,,5.7,3.2,5.7
1990Q2,5.9,6.9,12,-6.2,5.6,2.3,12.3,,19.9,,,-0.8,,,-1.3,,-1.4,,3.3,2.2,5.4,3.9,-3.9,,9,-12.1,5.3
1990Q3,4.7,8.8,13.4,-3.6,3.4,-0.7,9,,22.6,,,-2.2,,,2.4,,-5.4,,4.5,13.4,6.9,4.7,-5.3,,16.2,12.8,7.1
1990Q4,3.1,3.6,6.4,-4.5,2.9,-0.7,6.3,,20.8,,,1.8,,,1.3,,-18.2,,2.8,4.7,0,0.4,-9.7,,-11.4,3.9,-1.1
1991Q1,2.1,7.6,8.1,6.2,0.5,-2.8,6.2,,14.9,,,-4.6,,,-6.2,,-9.7,,-58.1,14.5,0.2,6.5,9.6,,-37,14.9,-1.5
1991Q2,3.5,13.1,17,2,0.6,-5.2,4.7,,13.3,,,-0.3,,,0.6,,6.7,,-70.3,-4.4,1.5,6.6,0.9,,-17.6,-7.1,0.4
1991Q3,1.8,15.8,22.4,-3.6,-2.7,-5.8,-0.3,,9.2,,,-1.7,,,-6.5,,-0.8,,-35.2,-3.5,0.9,4,-5,,-4.3,-27,0.2
1991Q4,6.5,23.6,30.9,0.2,0.7,-1.9,0.7,,10.5,,,-0.1,,,10.7,,2.5,,-21.2,14.7,6.5,2,-12.1,,16.3,0.8,6
1992Q1,4.8,16,20.3,1.6,0.8,-6.4,2.8,,6.8,,,3.1,,,9.4,,2.6,,10.5,-19.8,5.1,4,-13.1,,13.1,-8.3,4.7
1992Q2,2.3,9.2,13.6,-6.7,-0.3,-5.4,2.6,,4.8,,,0.7,,,-0.5,,-7.7,,-9,0.9,0.7,-1,-19.1,,-7.5,4.5,-0.3
1992Q3,4.2,16.2,21.2,-2.9,-0.4,-3.2,0.9,,5.2,,,0.8,,,-0.7,,0.5,,-73.4,12.6,2.3,-0.3,-11.4,,0.4,15,0.9
1992Q4,5,12.2,15.9,-2.5,2.1,-1.1,3.7,,4.2,,,0.6,,,6.8,,0.8,,1.6,1.2,4.7,2.2,-17.3,,4.7,7.7,3.5
1993Q1,4,9.5,11.7,0.4,1.7,-2.2,1,,4.2,,,8.8,,,2.5,,-4.2,,-47.2,-0.8,1.8,-0.8,-13.8,,1.6,7.2,0.9
1993Q2,6.6,14.9,15.8,10.9,3.2,-3.5,4.6,,4.6,,,8.6,,,5.3,,10.3,,4.5,10.7,7.5,3.6,-5.6,,6.4,14.7,6.4
1993Q3,5,4.3,4.7,3.1,5.3,-0.9,5.1,,-4.5,,,11.5,,,11.3,,15.8,,6.3,0.9,6.3,1.3,-15,,10.1,-11.7,5.2
1993Q4,4,2.8,4.5,-4.5,4.4,-1.8,5.9,,-6,,,12.2,,,-1.2,,-6.2,,19.4,-5.1,2.8,0.5,-7.9,,8.1,-11.2,1.5
1994Q1,6.4,7.2,9.2,-1.8,6,4.4,5.3,,-2.8,,,12.1,,,1,,1.3,,27.8,46.6,8.4,-0.3,-6.5,,13.2,62.5,7.4
1994Q2,7,6.6,5.8,10.3,7.2,9.9,5,,1.9,,,15.2,,,-6.4,,-7.8,,15,5.2,5.6,-1.9,-4.1,,18.6,19.5,6
1994Q3,6.9,-1.2,-2.3,4,10.3,10.9,8.2,,3.7,,,17.6,,,2.9,,-11.7,,85.8,12.4,7.6,1.2,9.5,,20.6,14.5,6.7
1994Q4,5.4,-8.8,-11,1,11.2,10.8,9.5,,4.6,,,16,,,10.1,,-2.4,,85.6,-0.7,5.4,0.6,15,,13.7,-11.2,3.9
1995Q1,6.6,-7.5,-5.2,-17.4,12.1,15.6,10.9,,4.1,,,11.6,,,9.3,,9.8,,68,17.7,8.9,2.1,17.1,,18.7,20.6,8.4
1995Q2,12,13.8,-2.5,87,11.4,11.9,9.8,,5.9,,,12.1,,,16.4,,-4.6,,40,30,13.4,3.7,19.7,,16.4,96.7,12.2
1995Q3,7.9,-0.1,0,-0.2,10.9,10,9.6,,6.7,,,9.9,,,22.8,,9,,32.8,-4,8.2,7.9,15.7,,15.9,-3.6,8
1995Q4,4.2,-0.6,0.9,-6.1,6,5.1,4.3,,3.5,,,4.7,,,19.5,,7,,-3.3,8.3,4.8,3.1,7.1,,-2.4,-3.9,3.6
1996Q1,7.5,-1.2,-3.5,7.6,10.7,7.2,4.5,,5.2,,,24.6,,,19.1,,1.9,,15.7,11.2,7.7,5.4,6.7,,16.1,8.6,8.1
1996Q2,7.3,1.2,-2.4,14.4,9.4,6.8,3.9,,2.1,,,21.3,,,15.2,,-3.7,,19.7,-4.1,6,4.8,17.4,,18.5,4.3,6.1
1996Q3,4.4,-0.5,0.3,-3.6,6,7.2,4.9,,4.3,,,3.7,,,13.3,,4.2,,50.9,-2.7,3.9,4.6,19.2,,10.1,-18.2,4
1996Q4,7.8,0.3,1.3,-3.1,10.3,11.4,9,,14.4,,,9.3,,,15,,10.2,,1.2,1.9,6.7,8.9,34.5,,12.2,6.5,6.6
1997Q1,7.6,3.3,-0.1,15.5,9,8.7,8.6,,13.5,,,6,,,18.2,,3.1,,-12.1,48.3,10.3,7.3,24.7,,22.7,29.4,11.3
1997Q2,9.9,10.7,9.7,14.4,9.6,10.2,9,,14.6,,,5.9,,,18.6,,17.6,,22.4,3.7,9.9,6.7,24,,22.3,1.1,9.9
1997Q3,8.7,6.5,6.2,7.4,9.4,7.8,11.8,,19.4,,,5.4,,,11.8,,16.1,,-50.5,14,8,10.3,33.2,,16.1,8,9.7
1997Q4,8.6,17.2,15.6,22.3,5.8,8.4,6.1,,10.5,,,0.5,,,9.4,,14.9,,-10.1,8.2,9.7,7.9,14.7,,21.2,-10.4,9
1998Q1,12.8,19.3,16,30.3,10.7,10.6,7.4,,6.4,,,9.4,,,26.6,,2.1,,22.9,9.4,12.7,7.4,14.8,,18.7,28.7,12.5
1998Q2,7.6,2.9,-2.1,19,9.2,8.4,8.3,,-1,,,7,,,18.5,,-12,,35.4,11.4,7.7,6.4,8.1,,18.5,-20.1,7.3
1998Q3,7,6.7,1.2,23.6,7.1,12.7,1.3,,-1.4,,,5.2,,,19.9,,-6.5,,19,16.6,8.5,4.7,6.6,,10.4,33.8,9.2
1998Q4,11.3,15.5,9.5,32.7,9.9,14.7,8.6,,-4.2,,,4.7,,,13.4,,-9.3,,-52.6,19.7,11.3,8.1,15.1,,20.7,20.8,12.1
1999Q1,2.2,2.8,6.3,-6.7,2,0.5,5.6,,-2.8,,,1.7,,,-6.7,,11.1,,25.2,-11.9,0.6,3.5,3.9,,4.2,-27.3,0.1
1999Q2,3.2,2.5,3,0.9,3.4,2.1,3,,3.6,,,4.9,,,5.4,,5.8,,64.8,-12,2.3,2.1,0.9,,6,-24.3,1.8
1999Q3,6.9,6.2,3.2,14.8,7.1,9.4,10,,-2.5,,,5.3,,,-5.5,,-4.2,,-29.2,14.6,5.3,2.7,6.6,,15.1,17,6.8
1999Q4,8.6,6.3,1.2,20.2,9.4,10.2,13.4,,10,,,6.3,,,-2.3,,21.9,,101.2,6.9,10.4,7.7,37.9,,7.3,41.7,8.6
2000Q1,9.2,3.2,4.2,0.5,11.2,9.3,15.7,,28.5,,,8.5,,,3.5,,7.1,,21.2,25.8,11,7.7,22.3,,17.6,23.6,11
2000Q2,10.3,5,-0.9,20.6,12.1,13.9,17.5,,21.7,,,5.1,,,-2.1,,3.6,,-3.3,23.1,11.5,7.9,11.9,,9.5,32.5,11.9
2000Q3,7.8,6.3,-1,24.6,8.3,8.4,14.3,,23.4,,,-0.3,,,-1.6,,-10.5,,45.3,8.3,8.1,8.8,17.8,,4.2,6.1,8
2000Q4,2.6,-5.5,-12.3,10.8,5.2,3.7,4.3,,21.5,,,8.3,10.8,5.1,7.1,,-6,,20.2,14.1,4.7,4.6,2.5,,-0.5,9.2,3.5
2001Q1,6,5,-7.3,32.4,6.3,4.3,6.3,,15.2,,,7.8,12.7,1.4,8.4,,7.1,,0.4,24,9,9.8,7.5,,13.7,36.8,10.3
2001Q2,4.3,4.5,-3,19.7,4.3,-4.2,9.4,,12.7,,,7.3,9.9,3.9,-2.6,,-11.5,,-24.9,16.2,4.7,9.3,6.9,,-2.2,14.2,4
2001Q3,3.6,11.6,11.9,11,1.1,-8,3.9,,18.5,,,6,9.5,1.2,2.2,,30.2,,5.8,18.7,7.4,9,-1.9,,4.6,5.3,7
2001Q4,3.2,13.6,18,5.3,-0.1,-10.3,4.7,,27.6,,,4.5,9.7,-2.8,-4.9,,1.7,,27.4,28.8,4,7.2,8.1,,-1.1,-7,2.1
2002Q1,2,9,1.7,23.4,-0.3,-7.9,5.1,,28.5,,,1.9,2.2,1.7,-11.8,,-2.3,,-19.3,-21.5,-1.9,8.3,10.9,,-4.7,-40.8,-1.2
2002Q2,3,9.2,14.8,-1.2,0.9,-9.1,5.1,,36.5,,,6.8,12.8,-2,-6.9,,3.7,,61.3,-11,3.1,2.6,8.2,,-1.8,25,1.4
2002Q3,8.4,13.3,27.3,-13.9,6.8,-8.1,16.3,,35.4,,,5,3.9,6.6,-0.5,,12.1,,26.2,23.7,11,7.5,4,,15.7,68.6,11.8
2002Q4,16.5,23.4,31.8,5,14.1,-4.3,27.1,,30.2,,,8.9,5.8,13.4,2.1,,3.8,,27.6,18.2,17.3,10.2,-3.4,,27.6,11.7,16.6
2003Q1,12.5,16.2,20,7.4,11.2,-7.2,21.3,,26.7,,,14.3,17.6,9.6,-8.6,,-0.6,,-84.2,19,9.9,6.1,1.9,,7.9,22.3,9.7
2003Q2,10.7,16.2,22.9,0.3,8.7,-7.5,14.3,,27.1,,,5.2,5,5.4,22.7,,5.9,,-6.6,14.5,11.9,8.2,-4.4,,16.3,2.6,10.1
2003Q3,3.4,-5.8,-16.4,20.8,6.8,-12.1,16.7,,26.3,,,1.1,0.3,2.4,4.5,,9.2,,-25.8,8.5,3.6,9.8,-1.1,,-2,-10.3,4.4
2003Q4,-3.2,4.3,9.1,-6.6,-5.9,-12.3,-4.5,,30.5,,,0.8,1.1,0.4,-16,,-16.9,,32.1,-1.5,-3.4,-0.1,-1.5,,-18.5,-6.7,-5
2004Q1,6.6,17.5,21.2,8.5,2.6,-9.5,5.4,,42.5,,,3.7,5.1,1.6,8.3,,8.5,,67.4,4,8.5,9.8,15.8,,12.2,5.5,8.2
2004Q2,10.6,7.1,8.7,3.2,12,-2.1,19.4,,38.6,,,5.2,7.9,1.3,10.7,,14.6,,74,8.7,10.8,14.6,21.7,,4.7,-36.7,8.1
2004Q3,5.9,1.8,-1.3,9.4,7.4,7.8,8.1,,36.6,,,2.2,4.6,-1.4,14.6,,-6.3,,10.1,24.1,9.8,9.4,24.5,,10.2,14.5,10.4
2004Q4,8.5,2.6,-7.1,26.1,10.7,6.7,15.3,15.3,39.7,8.6,15.3,1.6,3.4,-1,9.8,,-7.5,,-60.9,10.4,4.8,8.6,9.4,,-2.8,7.6,4
2005Q1,12.9,16.8,15.4,19.9,11.5,14.3,13.8,13.3,20.3,11.2,14.8,3.5,6.8,-1.6,8.6,,5.8,,-137.2,-1.1,5.4,7.9,19.7,,-10.2,16.2,5.2
2005Q2,9.1,2.6,-6.8,23.3,11.5,14.8,15.3,15.7,18.2,14.9,14.8,0.4,1.2,-0.8,4.2,,0.7,,23.7,6.6,9.4,7,18.1,,5.3,13.3,7.2
2005Q3,10.4,1.7,-4.8,15.1,13.6,10.9,17.6,17.4,13.9,18.4,18.1,3.9,1.4,7.8,13.1,,5.2,,-4.5,3.1,8.5,10.4,19,,5.8,-4.1,9.3
2005Q4,6.7,-3.2,-4.9,0.1,10.2,11.5,10.9,7.7,2.3,9.4,16.3,2.7,2.7,3,18.1,,-4.1,,-10.5,13.3,7.1,8,16,,8.3,5.6,7.5
2006Q1,8.1,3.6,-0.4,11.3,9.7,13.2,10,6.7,3.2,7.8,15.5,2.2,2.7,1.3,15.7,,-6,,25.1,9.5,8.4,7.5,19.8,,18.1,-4.5,7.9
2006Q2,10.8,10.7,11.2,9.7,10.9,16.7,10.9,8.7,1.3,10.9,14.5,5.3,4.5,6.7,10,,-14.9,,-38,31.4,11.6,8.2,25.1,,8.3,42.5,12.4
2006Q3,9,2.4,2.6,2.1,11.2,17.9,11.1,9.7,2.1,11.9,13.4,6,7.3,4.1,7.9,,-6.5,,-14.9,6,7.6,6.8,18.7,,8.4,8.6,8
2006Q4,5.6,-1.7,-7.5,9.4,8,7.8,8.3,6.6,0.4,8.4,10.9,5.8,4.8,7.3,11.3,,10.8,,34.5,1.6,7.5,6.5,12.7,,18.6,-0.3,6.4
2007Q1,7.4,6.1,-2.9,22.3,7.9,11.1,7.7,7.3,3.1,8.4,8.3,4.9,3.6,6.8,7.9,,3,,52,2.5,8.6,7.8,5,,12.1,4.1,8.6
2007Q2,7.4,4.7,-5.3,21.7,8.2,12.8,7.4,7.1,1.9,8.5,7.9,4.9,7,1.6,10.2,,-11.6,,-15.1,14.9,7.9,9.2,7.3,,9.7,22,9.6
2007Q3,9.8,6.8,-2.4,21.3,10.7,18.8,6.8,5.8,6.1,5.7,8.4,5.1,6.6,2.7,29.5,,-3.8,,-13.7,16,10.5,6.1,10.6,,19.5,4.2,12.1
2007Q4,9.5,6.1,-13.2,35,10.6,24.5,5.6,3.1,11.2,0.9,9.6,6.3,8.3,2.9,19.8,,13.1,,0,33.3,12.6,11.7,36.2,,10.8,30,12.6
2008Q1,5.6,-5.2,-6.8,-3,8.9,17.9,4.5,0.5,9.9,-2,10.6,6,6.6,5,20.9,,6,,15.6,35.4,9.4,7.5,15.2,,10.2,31.7,8.9
2008Q2,2.8,1.8,-1.7,6.4,3.1,11.5,0.5,-4.5,12.3,-9.2,8.1,7.6,5.6,10.7,-6.6,,-2.2,,2.8,-0.5,0.4,4.2,3.6,,10.4,-28.8,1.8
2008Q3,-0.6,-2.1,5.4,-11.9,-0.1,7.8,-4.6,-10.7,13,-17.7,4.2,4.9,4,6.6,0.3,,22,,-58.8,1.5,-0.8,5.1,0.6,,7.5,-14.5,3.1
2008Q4,2.4,-2.1,10.3,-18.9,3.8,13.9,-1.3,-4.2,12.3,-9.4,2.8,1.5,1.2,1.9,14.6,,567.6,,-23.2,68.4,20.5,4.3,-29.1,,16,64.2,25.4
2009Q1,-4.1,-1,9,-15.5,-5,-12.1,-1.6,-2.2,8.6,-5.9,-0.8,5.4,3.9,7.8,-25.6,,40,,-62.9,-18.7,-5,4.8,-22,,-22,-30.7,-6.7
2009Q2,-3.7,6.2,2.5,12.1,-6.7,-17,-2,-1.7,2.7,-3.2,-2.5,-4.2,-7.3,0.8,-14.8,,23.8,,124.9,-25.5,-4.7,7.4,0.6,,-13.3,-45.3,-5.8
2009Q3,-7.1,11.9,20.9,-1.7,-12.9,-27.4,-8.5,-10.2,-4,-12.4,-6.3,-7.3,-8.6,-5.2,-16.8,,5.9,,67.7,-14.3,-11.4,3.8,-0.5,,-39.2,-49.6,-12.8
2009Q4,-8.8,5.7,14.6,-8.7,-13.4,-23.5,-10.8,-11.7,-4.9,-14.2,-9.6,-7.5,-13.3,1.3,-18.2,17,105.2,,-84.9,-11.2,-4.3,4.2,-1.5,6,-35.9,-19.6,-5.1
2010Q1,-7.3,2.5,10.6,-11.3,-10.7,-20.2,-7.8,-7,-4.2,-8.1,-8.9,-9,-14.8,-0.5,-11.1,2.3,13,,-66.7,30.1,-1.9,1.2,-5.9,3.4,-72.5,-7.6,-16.5
2010Q2,-6.4,0,9.4,-16.9,-8.6,-14.3,-6.3,-4.4,-3.4,-4.8,-8.9,-12.1,-15.6,-7.2,-4.8,-5,-30.7,-11.6,-280.7,0.4,-11,-0.5,-24.7,7,28.3,20.8,2.2
2010Q3,0.3,12.8,21.4,-3.8,-4.2,-3.2,-4.8,-1.9,-3.7,-1.2,-8.8,-6.6,-11.5,0.2,2.5,-16.4,-4.3,6.7,24,-0.1,0.4,3.8,2.7,4.1,-18.1,27.3,0.9
2010Q4,0.6,8.9,13.9,-1.3,-2.4,-0.2,-3.5,1.1,-5.9,3.7,-9.9,-7.1,-7.9,-5.9,9,-18.5,-7.6,-0.1,261.1,6.1,1.9,5,-1.7,6.8,-12.1,9.8,0.7
2011Q1,-2.6,-2.8,-1.3,-6,-2.5,4.2,-5.9,-4.2,-6.5,-3.3,-8.4,-5.3,-4.7,-6.2,9.6,-15.6,70.8,-18.7,-18.5,-10.4,2.9,3.8,-6.7,6.7,-19.3,-31.6,2.2
2011Q2,-0.6,1.8,5.5,-6,-1.5,7.8,-7.7,-8.1,-6.3,-8.7,-7.1,0.4,0,0.9,13,-23,87.6,-5.8,16.9,2.8,9.9,9.8,8,10.4,-20,4.6,10.5
2011Q3,2.1,2.3,1.5,3.9,2.1,10.5,-2.1,0.6,-5.9,3,-6,-0.2,-0.6,0.3,12.6,-22.8,19,30.8,-281.9,0,3.8,9.5,-37.8,22.2,-14.4,24.6,5.7
2011Q4,4,5.2,5.7,3.9,3.6,10.3,0.6,4.1,-5.2,7.3,-4.4,-1.1,-3.5,2.1,13.8,-15.3,-7.2,26.5,22.3,0.3,3,3.1,-18.8,8.1,-8,5.5,2.9
2012Q1,4.5,9.9,12,5.3,2.4,10.7,-1.7,-0.9,-5.5,0.8,-3,0.6,-1.2,2.9,10.2,-14.8,-1.6,3.8,61.5,-11,2.1,5,-10.9,8.4,-13.2,3.2,0.9
2012Q2,3.7,6.1,10.8,-4.5,2.7,11.2,-0.8,-0.1,-6.3,2,-2,1,0.1,2.2,7.1,-19.3,-14.3,8.4,0,0.3,1.5,5.3,-3.1,7,-3.7,-3.8,2
2012Q3,4.9,9,9.7,7.3,3.3,12.4,0,0.6,-7.3,3.2,-1,0,-0.8,1.1,7.1,-16,-0.7,12.5,-3.3,-2.9,3.8,8.5,8.2,8.6,-1.1,-3.9,3.6
2012Q4,2.9,4.9,0.8,14.7,2,10.1,-0.7,-1.8,-9,0.5,1,1.2,0.6,2,0.5,-20.1,7.9,18.5,-11.8,-2.5,3.6,9.3,2.1,10.8,-4.3,-9.4,2.9
2013Q1,2.7,1.3,-2.2,9.3,3.2,8.7,-0.3,-1.8,-8.1,0.1,2.2,1.2,-0.2,2.9,12.1,-15.6,44.7,8.8,8.7,-6,7.4,6.3,8.6,5.9,3,-11.8,8.5
2013Q2,1,-2.6,-7.8,8.6,2.5,5.7,-0.8,-3.4,-10.2,-1.3,3.2,3,0.3,6.4,10.6,-15.5,42,-17.1,35.6,-12.4,4.8,4.7,-2.1,6.1,-6,-2.8,6.9
2013Q3,-0.7,-7.2,-12.1,3,1.8,5.8,-2.6,-7.8,-7.8,-7.9,5.2,2.2,-1.1,6.2,13.6,-17.8,50.9,-26.4,31.1,-10.3,5.4,5.9,10.7,4.9,-5,-31.6,7
2013Q4,3,0.8,-1.4,5.2,3.9,6.7,-0.3,-5.4,-7.3,-4.9,7.1,4.5,2.4,7.1,15.9,-16.9,47,-15.4,-60.6,-8.7,8.6,8.2,4.5,9,7.2,-17.5,8.7
2014Q1,5.8,5.5,7.2,2.2,5.9,13.3,1.7,-1.7,-6.1,-0.4,6.5,4.3,2.3,6.7,11.9,-18.1,16.2,3.9,-27.2,-0.3,7.2,7.6,11,7,7.5,-11.3,7.4
2014Q2,6.8,6.6,11,-2.4,6.9,12,3.5,1.2,-3.4,2.6,6.7,6.7,5,8.8,11,-11,12.7,27.4,9.1,1.7,8.1,7.7,8,7.7,22.2,-12.6,9
2014Q3,7,7.8,13.8,-4.5,6.7,11.1,2.8,-0.2,-4.1,0.9,6.8,5.4,3.8,7.2,15.8,-11.8,15.5,7.8,-19.6,0.1,8.1,4.9,-3.5,6.6,18.5,7.2,8.6
2014Q4,5.7,6,11,-4.8,5.6,9.6,1.7,-1.8,-2.5,-1.6,6.4,1.9,0.1,4.2,17.5,-11.1,2.7,-13.1,-39.4,7.8,4.9,4.8,7.2,4.3,8.8,32.9,4.4
2015Q1,10.9,11.1,15.1,2.2,10.8,12.9,8.6,2,-3.1,3.5,17.2,3.8,3.4,4.1,23.7,-8.5,-10.8,13,83.3,10.6,7.1,8.2,6,8.6,4.6,31.3,5.5
2015Q2,7.4,7.5,9.9,2,7.4,10.7,4.6,1.8,-5.1,3.7,8.1,6.1,5.3,7,13.1,-4.8,-13,1.2,-3.4,-8.9,2.1,3.3,-4.8,4.9,8.9,-26.2,2
2015Q3,5.3,1.1,3.4,-4.4,6.9,8.4,4.8,0.1,-5.9,1.7,10.7,6.9,6.8,7,11.2,0,-10.9,-10.4,-53.9,-3.6,1.2,4.5,3.2,4.8,-1.7,-17.4,1
2015Q4,6.3,3.9,6.4,-2,7.3,8.5,5.6,1.3,-2.8,2.4,10.8,7.6,7.1,8.2,10.5,-1.5,2.2,-4.3,40.2,-4.3,4.5,3.5,-2,4.5,13.7,-9.1,4
2016Q1,7.3,6.9,8.7,2.2,7.4,7.4,6.7,2.8,-5.4,5,11.2,7.6,6.5,8.8,10,0.9,-20.9,8.4,-9.1,5.7,2.5,3,-6.2,4.7,5.9,5.1,2.2
2016Q2,7,7.2,8.6,3.6,6.9,7.4,6.4,3.5,-6.4,6.1,9.7,7.5,7.1,7.9,6.9,6,1.4,-4,71,-0.5,5.2,6.5,-6.7,8.8,8.3,4.9,5.9
2016Q3,6.9,10.1,12.1,4.8,5.6,3.2,6.9,3.9,-6,6.5,10.2,6.8,6.4,7.3,4.3,1.8,-13.3,16.4,49.2,3.1,3.7,5.1,-16,8.7,4.3,5.3,3.7
2016Q4,5.1,5.6,9.2,-3.6,4.9,5.1,5.3,2.3,-10.4,5.4,8.6,5.5,5,6,2.6,2.4,-26.8,-10.2,-11.3,-1.7,-0.7,2.8,-16.4,5.9,-2.9,-23.1,-1.2
2017Q1,2.2,2.7,3.5,0.5,2.1,-1.7,3.5,-0.8,-9.6,1.3,8.2,4,3.8,4.2,1.5,1.2,16.7,-23.1,-8.7,-11.2,2.4,5.3,4,5.5,1.2,-35.6,2.6
2017Q2,2.8,2.6,3.1,1.4,2.8,-1.3,3.9,1.1,-4.5,2.4,6.9,2,2.9,1,7.5,-4.4,-2.5,16.4,-7.4,5.6,2.6,4.4,8.3,3.8,-1.4,12.7,2.4
2017Q3,3.3,0.6,2.2,-3.7,4.4,3.5,3.8,2.4,-7,4.6,5.2,4.2,5.7,2.4,8.2,0,12.8,23.2,6.1,2.8,5.2,3.9,7.2,3.3,13.7,-1.8,5
2017Q4,3.3,1,1.8,-1.3,4.2,3.7,3.3,2.9,-6.9,5.1,3.7,6.3,7.6,4.9,5.7,5,1.8,21.5,-7.5,5.3,3.7,3.8,3,3.9,1.3,-9.9,3.9
2018Q1,1.8,-2.1,-1.9,-2.5,3.2,1,3.9,2.7,-8.2,5,5.2,4.3,5,3.5,3.4,0.9,-18.7,24.7,0,-4.5,-1.1,1.4,-8.2,2.9,1.6,1.2,-0.3
2018Q2,2.7,-2.3,3.6,-18.7,4.5,6.8,3.4,2,-10.9,4.7,4.8,3.6,3.1,4.2,5.8,0.3,-24.6,27.6,59.3,5.2,-0.1,2.7,3.3,2.6,-11.2,0.9,-0.6
2018Q3,4.5,4.3,6,-0.6,4.5,6.9,3.3,2.2,-8.8,4.4,4.4,3.4,3.9,2.8,5.9,-2.9,-17,16.8,18.5,-7.6,1.1,3.7,12.8,2.4,-11.4,-6,0.8
2018Q4,4.7,2.9,6.3,-7.3,5.4,11.6,2.9,1.7,-6.3,3.3,4.2,4.7,4.6,4.9,4.2,-1.2,-23.1,61.2,-5.1,2.6,2.9,2.9,12,1.6,-0.3,15.2,2.3
